subsampleID	biosample	sequencingrun	subsamplename
N369Barcode_701-511	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_701-511
N369Barcode_706-506	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_706-506
N369Barcode_722-516	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_722-516
N369Barcode_701-503	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_701-503
N369Barcode_722-511	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_722-511
N369Barcode_707-502	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_707-502
N369Barcode_721-516	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_721-516
N369Barcode_701-518	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_701-518
N369Barcode_721-518	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_721-518
N369Barcode_705-513	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_705-513
N369Barcode_716-520	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_716-520
N369Barcode_702-513	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_702-513
N369Barcode_706-520	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_706-520
N369Barcode_721-515	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_721-515
N369Barcode_716-522	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_716-522
N369Barcode_714-505	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_714-505
N369Barcode_711-520	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_711-520
N369Barcode_718-515	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_718-515
N369Barcode_719-522	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_719-522
N369Barcode_710-520	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_710-520
N369Barcode_716-513	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_716-513
N369Barcode_710-507	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_710-507
N369Barcode_720-506	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_720-506
N369Barcode_722-520	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_722-520
N369Barcode_719-521	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_719-521
N369Barcode_720-511	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_720-511
N369Barcode_703-518	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_703-518
N369Barcode_722-505	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_722-505
N369Barcode_712-522	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_712-522
N369Barcode_710-521	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_710-521
N369Barcode_705-508	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_705-508
N369Barcode_702-516	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_702-516
N369Barcode_719-508	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_719-508
N369Barcode_701-517	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_701-517
N369Barcode_704-506	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_704-506
N369Barcode_701-506	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_701-506
N369Barcode_712-508	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_712-508
N369Barcode_707-520	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_707-520
N369Barcode_716-516	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_716-516
N369Barcode_712-518	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_712-518
N369Barcode_720-502	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_720-502
N369Barcode_715-502	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_715-502
N369Barcode_721-521	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_721-521
N369Barcode_721-506	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_721-506
N369Barcode_714-503	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_714-503
N369Barcode_703-510	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_703-510
N369Barcode_719-511	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_719-511
N369Barcode_718-518	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_718-518
N369Barcode_705-520	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_705-520
N369Barcode_706-516	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_706-516
N369Barcode_711-518	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_711-518
N369Barcode_703-520	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_703-520
N369Barcode_716-515	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_716-515
N369Barcode_707-510	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_707-510
N369Barcode_716-503	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_716-503
N369Barcode_707-515	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_707-515
N369Barcode_707-522	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_707-522
N369Barcode_714-513	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_714-513
N369Barcode_703-515	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_703-515
N369Barcode_707-511	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_707-511
N369Barcode_710-516	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_710-516
N369Barcode_719-515	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_719-515
N369Barcode_718-520	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_718-520
N369Barcode_716-517	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_716-517
N369Barcode_716-502	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_716-502
N369Barcode_710-502	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_710-502
N369Barcode_712-511	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_712-511
N369Barcode_718-522	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_718-522
N369Barcode_718-507	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_718-507
N369Barcode_702-518	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_702-518
N369Barcode_707-517	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_707-517
N369Barcode_712-503	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_712-503
N369Barcode_703-513	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_703-513
N369Barcode_715-520	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_715-520
N369Barcode_701-502	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_701-502
N369Barcode_714-510	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_714-510
N369Barcode_719-503	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_719-503
N369Barcode_715-507	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_715-507
N369Barcode_704-510	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_704-510
N369Barcode_702-507	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_702-507
N369Barcode_705-503	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_705-503
N369Barcode_705-505	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_705-505
N369Barcode_704-516	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_704-516
N369Barcode_722-507	/scratch/users/wanxinw/ERA_batch4_run13	170306_NS500126_0669_AHC5YFBGX2	N369Barcode_722-507
